store_name,Overall_Rating,name,Rating,text,publishedAtDate
Shell 470 Larkshall Rd London E4 9HH,4.3,Sheikh Ali,5,Amazing fuel station,2020-01-16T09:57:20.981Z
Shell 21 Pinner Grn Pinner HA5 2AF,3.7,Pedro Sampaio,1,"Today, no LPG.",2020-01-19T23:33:21.224Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Will h,1,"Worst petrol garage ive ever used, been a few times and will never be back, staff don't even look at you or say hello or goodbye, its like being served by a broken robot.",2020-01-22T00:30:27.255Z
Shell SELECT 369 A406 Neasden London NW10 0SH,4.2,Ana Maria Cozma,5,Good prices,2020-01-22T11:31:34.716Z
Shell Grosvenor Rd Pimlico London SW1V 3JY,2.8,Valdemaras Dasevicius,1,During a day toilet is always out of order ......: 🙃,2020-01-22T13:22:49.083Z
Shell 4 Crystal Palace Parade London SE19 1UN,3.6,Aggressive local SEO,5,Cashier reminding me of getting discount when using loyalty card. Nice and clean and yes free toilet,2020-01-24T23:04:28.617Z
Shell 409 Kilburn High Rd London NW6 7QE,3.2,Ali Shirazi,1,"Here is my conversation with one of the staff
Hi can i have a carwash please?
Sorry you cant the carwash is closed.
Is that closed temporary or permanently?
No we closed at 20:00
But Now its 19:50 then ????
By the way the carwash closed.
😂😂😂😂what a joke.",2020-01-25T20:15:52.178Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Marlene Walrond,5,Good customer service,2020-01-26T19:43:36.931Z
Shell 445-453 Wick Ln Bow London E3 2TB,3.3,Barbara Sandal,1,Don't go there if you are on a motorbike. They have started making you remove your helmet even though the signs say you only have to lift your visor. Staff very unhelpful.,2020-01-28T09:26:36.353Z
Shell 326 Queenstown Rd Nine Elms London SW8 4NE,2.7,TJ ManCity,5,Nice garage sells a lot of stuff like sandwiches and desserts that I often get on the way he from work In the morning,2020-01-28T11:29:00.087Z
Shell 262 Martin Way London SW20 9BZ,4.1,Kat Bhat,1,"Terrible customer service. The staff member watched me struggle with the coffee machine, and instead of helping  or at least giving a simple instruction he waited for me to realise I only got milk and no coffee in my latte and when I came to told him that I only had milk in the cup, he made me pay for another coffee - as he said he saw that I didnt do it right, it was my fault and I have to pay extra to sort this out. This is just viscious! To watch the customer struggle with the equipment for your own entertainment, and not say anything? What kind of people do you employ????!!!!!",2020-02-01T13:59:16.197Z
Shell 140 Northolt Rd South Harrow Harrow HA2 0EG,3.7,Rajendra Shah,3,Not bad fuel prices with nice staff,2020-02-02T09:05:41.215Z
Shell N Orbital Rd Denham Uxbridge UB9 5EY,3.4,Ed Sheddy,2,Do not recommend the car wash here. No foam and poor results.,2020-02-03T12:44:59.315Z
Shell 78 The Ridgeway Enfield EN2 8JF,4.2,chelsieuk smith,5,"Very nice staff, good prices",2020-02-03T23:47:42.316Z
Shell 134 West Hill London SW15 2UE,3.6,Crazy cow Lady,4,Quick pit stop from the traffic staff really nice,2020-02-05T20:08:01.608Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Giorgos Kalogeropoulos,5,Ευγενικό προσωπικό!!!,2020-02-06T18:37:04.752Z
Shell Empire Way Wembley Park Wembley HA9 0EW,3.4,Kh “Khez” Hussain,5,My go to local petrol very cheap and self wash,2020-02-08T16:59:34.594Z
Shell 78 The Ridgeway Enfield EN2 8JF,4.2,Diana Fernandez-Garcia,4,"Great place with good shop and friendly staff.
Only drawback is the forecourt is very narrow, so difficult for larger vehicles.",2020-02-09T13:07:49.846Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Rajee Warran,1,This site is closed,2020-02-09T16:39:58.385Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Anthony Carey,3,Yeah she was ok,2020-02-10T17:23:52.099Z
Shell 93-113 Park Rd London N8 8JN,3.4,Dorota Sankowska,1,Very bad customer service.  The woman behind the counter  left me in the middle  of the transaction deal with cash collection.  After she came back  forgot  to do my shell points even i was keep on asking her to do that I bought fuel for over £80 and I lost my points. I was asking her to fix it she refused. Apsolutley  disappointing.,2020-02-11T10:32:30.760Z
Shell 75 Balham Hill London SW12 9DP,3.2,Osman Mohamed,1,Horrible.,2020-02-11T20:33:23.482Z
Shell Apex Corner Barnet Wy London NW7 3ET,3.1,Z M,5,"Always come here for petrol, like the fact that plastic gloves are available, never had an issue with them, apart from one time when they restarted system (Or something like that) and been told that I need to wait 15min till systems are back on and running so I could fill up petrol (it was around midnight). Had small break and still got my petrol! Keep it up guys!",2020-02-13T13:37:03.807Z
Shell 213-217 The Vale London W3 7QS,3.4,Selecta DreadHead,1,Petrol stations make a hell a lot of money and they want to charge for using the tyre inflator. Ridiculous.,2020-02-15T10:18:23.213Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Kacper Jankowiak,4,"The pavement between the station and the street looks like it has not been finished, making it ultra slippery when wet. When leaving the station by motorcycle, it is not possible to put your foot on the ground, because it slides right away, making it easy to fall. The station itself is new and well maintained. I've never had service issues.",2020-02-17T15:57:25.600Z
Shell 237-239 Roehampton Ln London SW15 4JZ,3.2,Khan S,1,This petrol station is always way overpriced. Check anywhere in Wandsworth they will definitely be cheaper.,2020-02-17T21:50:04.831Z
Shell 139-149 Whitechapel Rd London E1 1DT,3.3,andy andybristow75@hotmail.com,5,lovely petrol tastes great,2020-02-19T00:54:12.358Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Mark & Bev,1,2.30 am and the manager could not be less helpful. What should take a few minutes turns into a 15 minute mission.,2020-02-21T02:32:55.258Z
Shell Apex Corner Barnet Wy London NW7 3ET,3.1,dan kaye,4,"I filled up my beast because it was thirsty. must of been dehydrated, because it drank a lot",2020-02-21T22:07:54.254Z
Shell 59 Plough Ln London SW17 0BW,3.7,V I,5,Nice.,2020-02-24T05:28:59.850Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Martin Flood,5,Only jet wash in the area for mountain bike post forest ride.,2020-02-25T09:11:01.336Z
Shell SELECT 144-150 Upper Clapton Rd London E5 9JZ,4.2,I Holy,5,Nice shop good service,2020-02-26T08:20:07.288Z
Shell 144-150 Upper Clapton Rd London E5 9JZ,3.4,I Holy,4,Good,2020-02-26T08:20:58.467Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Samuel Olujimni,5,Lovely staff & service,2020-02-28T12:30:23.158Z
Shell 470 Larkshall Rd London E4 9HH,4.3,A B,4,Good staff,2020-02-28T22:18:34.361Z
Shell 49 Tadema Rd London SW10 0NY,4.3,H & S F,4,Good fuel + good coffee,2020-03-02T08:01:07.755Z
Shell 262 York Rd London SW18 1TP,3.5,Khan S,1,I understand its on a busy road but the fuel prices are so high compared to other shell in Wandsworth . One company but fuel cost every station is different.,2020-03-02T22:41:48.885Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Muhammad shameel Anwar,5,Local shell fuel garage with great fuel prices and little shop which have coffee machine and bakery and other stuff.,2020-03-03T14:12:54.308Z
Shell 231 Western Rd London SW19 2FG,4.1,Jade Clements,4,The staff are always helpful and very polite,2020-03-03T22:02:42.913Z
Shell 53 Sewardstone Rd London E4 7TA,3.4,zoltan kin,1,Minden nap más árak! 3napal ezelőtt vettem 2 red bullt 2.50 más nap 2.80 utána lévő nap 3.50 egy vicc. Rablók. Oda figyelni mindenki be csapnak,2020-03-04T05:35:09.165Z
Shell 421 Edgware Rd London NW9 0HS,4,Andrew Andu,1,"Their pump was not working and they had me pay for something I u didnt
receive",2020-03-06T09:36:02.761Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,David Green,5,"Very large and open with room for filling or waiting to do so. Shop offers a good variety of items. There's a rest room inside. Car washing is available, as well as tyre pumps.",2020-03-07T08:13:51.691Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Christopher Martin,3,"First visit here. Petrol pumps very busy and big queue in kiosk to pay with just one till open
Unimpressed (around 7.15am). Wont use again out of choice",2020-03-07T10:37:15.882Z
Shell Staines Rd Twickenham TW2 5JA,2.9,Karen Naqvi,1,Website said open to 11pm made a detour to get petrol to find it closed.,2020-03-09T20:57:18.273Z
Shell 144-150 Upper Clapton Rd London E5 9JZ,3.4,S Rahman,5,"Always a great service here, with very friendly staff. They have a free cash point available, air and water pump too. I prefer their premium fuel over other fuels because you can actually feel the performance difference when you fill up with it. It also prolongs the wear and tear of the vehicle too.

Sometimes you do get the odd beggers there, but that’s anywhere that has a roof to shelter them from the rain.  I wouldn’t let that bring down the ratings I have of this petrol station, in general.",2020-03-11T00:49:21.643Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Mark O'Callaghan,4,The Don daddy.,2020-03-13T10:48:57.744Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Super JANINE1,5,Friendly and efficient service,2020-03-14T06:48:03.370Z
Shell 78 The Ridgeway Enfield EN2 8JF,4.2,Derek Acworth,5,Great on if your on M25 and running out of petrol.,2020-03-14T09:34:12.783Z
Shell 222-224 Fulham Palace Rd London W6 9NT,2.9,Scarlett Kiera Yoankovich,1,Hardly any sign on new fuel until you try to fuel,2020-03-14T15:02:26.816Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Deirdre Brennan,2,This petrol station has been closed down for weeks,2020-03-14T16:10:49.680Z
Shell 262 York Rd London SW18 1TP,3.5,Dave B,1,For inner london petrol station their fuel prices are 10p more than what most fuel stations should be. Better off missing this one and going to battersea bridge shell instead,2020-03-17T18:32:33.959Z
Shell SELECT 369 A406 Neasden London NW10 0SH,4.2,ALAN TAYLOR,5,Great location easy access & departure.,2020-03-18T13:06:15.753Z
Shell 134 West Hill London SW15 2UE,3.6,David Isle,4,For a small petrol station it's very well equipped with a public toilet also and found the staff attentive and friendly.,2020-03-19T08:53:22.589Z
Tottenham Service Station 311 The Roundway London N17 7AB,4.1,Michael Samuels,5,Shell and bp sell the best fuel.,2020-03-19T20:07:29.862Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Terry Grant,1,Purchased an expensive bacon roll this morning....no wonder they hide them in a paper packet...it was almost inedible.  I shan't make that mistake again.,2020-03-21T09:09:35.442Z
Shell 134 West Hill London SW15 2UE,3.6,Richard Lee,1,"The manager of this establishment is absolutely abhorrent. When I asked him if the gas canister I was buying was full he replied to the effect that if I didn’t want it then why don’t I just take my empty one and leave. He then suggested I was accusing him of syphoning off the gas and said why don’t I check the levels myself.
Flabbergasted as to why he couldn’t have politely answered that yes the canister was full and shown me the reader to put my kind at rest.
He then 5 minutes later decided to become sarcastic stating that in “30 years of doing his job nobody had asked him that question before.
I am not surprised that I have heard such terrible reviews of the arrogance and rude behaviour of this manager and his staff from friends previously. And it was very interested when other bystanders to our conversation said they agreed that the manager was rude and the store has a very poor reputation.",2020-03-22T15:55:40.945Z
Shell 409 Kilburn High Rd London NW6 7QE,3.2,Visar .c,1,They issue ticket for in and out for no reason,2020-03-23T15:01:42.679Z
Shell 29-31 Hanger Ln London W5 3HJ,3.4,H Shaw,5,Great staff and conveniently located.,2020-03-31T02:43:29.155Z
Shell 134 West Hill London SW15 2UE,3.6,Thibault Duperier,1,"Rude guy, coffee machine serving 90% hot water, it’s basically a tea",2020-04-01T13:52:23.543Z
Shell 198-208 Old St London EC1V 9BP,3.5,Zish A,5,Friendly staff clean toilet,2020-04-05T05:35:50.042Z
Shell 123-127 Portland Rd London SE25 4UX,3.6,MS,1,The guy with the moustache showed his middle finger at me and shouted because I asked for alcohol I'm 18 and I felt disrespected,2020-04-08T02:25:26.755Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Iulian Ghetu,2,"Staff is ok, but there is no shampoo in auto car wash on :(",2020-04-08T14:40:16.867Z
Shell 53 Sewardstone Rd London E4 7TA,3.4,Jackie Tan,1,"Don't use these people via deliveroo for basics in this crisis. Ask yourselves if willing to pay £1.34 for a tin of soup, that's over double normal price and, if that's not bad enough, charging masses to deliver as well. It's outright greed and morally wrong to hike up prices at this time when others are trying to help.",2020-04-09T15:50:30.284Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Mariya Persheyeva,4,Expensive but local,2020-04-11T13:39:56.890Z
Shell London Rd Virginia Water GU25 4QF,3.1,Vasko Georgiev,1,"We went with the kids to buy a few ice creams and were given a pound less without a receipt.I am sure it was on purpose!
Shame for the guy on the till!
It was 3.45pm,12.04.20 Sunday.",2020-04-12T15:09:01.441Z
Shell 300 W End Rd Ruislip HA4 6QQ,3.6,sirajudeen Shamsudeen,1,not  GOOD SERIVCE,2020-04-12T19:08:55.655Z
Shell 144-150 Upper Clapton Rd London E5 9JZ,3.4,Alex Marks,4,Great,2020-04-17T18:01:13.159Z
Shell 49 Tadema Rd London SW10 0NY,4.3,Sujithkumar Sivakumar,5,Good night sift guy !.,2020-04-18T08:14:27.345Z
Shell 49 Tadema Rd London SW10 0NY,4.3,Gopinath Poondi,5,Good petrol station because it’s 24hrs and the night shift costumers service is really very good( name: sujith) he served everything except coffee!,2020-04-18T08:23:15.812Z
Shell N Orbital Rd Denham Uxbridge UB9 5EY,3.4,Anonymous 2,5,"Handling the COVID-19 Pandemic perfectly, well done guys and girls. 👏",2020-04-18T11:53:05.026Z
Shell 790 Great Cambridge Rd Enfield EN1 4JP,4.1,Joanne West,5,Nice staff and 3 Costa machines 😬,2020-04-22T22:27:04.592Z
Shell 103-105 Pinner Rd Harrow HA1 4YW,3.1,Andrian N,1,"The guy at the till had a bad attitude to the clients, and price is higher than other stations.",2020-04-24T15:15:59.480Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Danut Stancu,1,They keep the toilet closed even if it's working,2020-04-25T09:15:29.591Z
Shell 112-122 Gipsy Hill London SE19 1PL,3.8,Phil,1,Toilet closed during Covid 19 pandemic for no apparent reason.,2020-05-05T11:10:01.808Z
Shell 78 The Ridgeway Enfield EN2 8JF,4.2,Angelo Sofocleous,5,"Very helpful and courteous staff!
Always willing to help. Keep it up team!",2020-05-16T23:30:20.601Z
Shell 262 Martin Way London SW20 9BZ,4.1,Phil,1,Toilet closed for no reason (you know the reason),2020-05-17T12:04:12.872Z
Shell Worple Rd Raynes Park London SW20 8RE,3.5,Phil,1,"“Facilities out of order, engineer has been called” in fact that means “screw you, only for staff”",2020-05-17T12:11:55.668Z
Shell Ebury St London SW1W 9QJ,2.8,AnyMusicChannel89 Music,1,The bad petrol station in london the staff are very rude! I am a member and I use shell all the time ! I want to use the toilet and they closed ! I never come back here !,2020-05-18T16:57:35.635Z
Shell 65 E Barnet Rd London Barnet EN4 8RN,3.1,Andrew Bosio (Wolf79),3,"Automatic car wash and also has a self car wash. The automatic has a offer of 1/2 price 3 times a week on Tuesday Thursday Saturday top service £6.99 those days £3.49 good deal I say for fome, wash wheels undercarriage and dry 🤔😎👍 for me ideal for a quick wash and way easy to get my glass top propper clean. Wheels bit of a botched job🙄",2020-05-21T12:35:22.361Z
